Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,47.910000,49.275002,47.095001,49.250000,47.738777,446161600
2019-04-08,49.105000,50.712502,49.052502,49.717499,48.191929,528026800
2019-04-15,49.645000,51.037498,49.502499,50.965000,49.401154,385342400
2019-04-22,50.707500,52.119999,50.529999,51.075001,49.507767,389981600
2019-04-29,51.099998,53.827499,49.777500,52.937500,51.313122,745822400
2019-05-06,51.072498,52.209999,48.192501,49.294998,47.782391,694654400
2019-05-13,46.927502,48.117500,45.712502,47.250000,45.976524,745662000
2019-05-20,45.880001,47.000000,44.452499,44.742500,43.536610,627880400
2019-05-27,44.730000,45.147499,43.747501,43.767502,42.587887,418765600
2019-06-03,43.900002,47.980000,42.567501,47.537498,46.256264,617392800
2019-06-10,47.952499,49.197498,47.575001,48.185001,46.886326,447372400
2019-06-17,48.224998,50.212502,48.042500,49.695000,48.355625,526635600
2019-06-24,49.634998,50.392502,48.822498,49.480000,48.146412,469474000
2019-07-01,50.792500,51.270000,50.162498,51.057499,49.681404,291262800
2019-07-08,50.202499,51.097500,49.602501,50.825001,49.455162,406402800
2019-07-15,51.022499,51.625000,50.590000,50.647499,49.282448,349566400
2019-07-22,50.912498,52.432499,50.902500,51.935001,50.535244,348612800
2019-07-29,52.115002,55.342499,50.407501,51.005001,49.630314,879082000
2019-08-05,49.497501,50.882500,48.145000,50.247501,48.893227,692845600
2019-08-12,49.904999,53.035000,49.787498,51.625000,50.424465,644382400
2019-08-19,52.654999,53.610001,50.250000,50.660000,49.481903,567620000
2019-08-26,51.465000,52.612499,50.830002,52.185001,50.971436,439958400
2019-09-02,51.607498,53.605000,51.055000,53.314999,52.075165,329948400
2019-09-09,53.709999,56.605000,52.767502,54.687500,53.415745,701467600
2019-09-16,54.432499,55.939999,54.367500,54.432499,53.166672,569162000
2019-09-23,54.737499,55.622501,54.285000,54.705002,53.432838,465780800
2019-09-30,55.224998,57.055000,53.782501,56.752499,55.432728,634486800
2019-10-07,56.567501,59.410000,56.082500,59.052502,57.679241,588705600
2019-10-14,58.724998,59.532501,58.299999,59.102501,57.728077,422709600
2019-10-21,59.380001,61.682499,59.330002,61.645000,60.211452,388122000
2019-10-28,61.855000,63.982498,59.314999,63.955002,62.467728,654221600
2019-11-04,64.332497,65.110001,63.842499,65.035004,63.522633,423960800
2019-11-11,64.574997,66.445000,64.570000,66.440002,65.089775,461333600
2019-11-18,66.449997,67.000000,65.099998,65.445000,64.114998,455825200
2019-11-25,65.677498,67.000000,65.625000,66.812500,65.454712,301081200
2019-12-02,66.817497,67.750000,64.072502,67.677498,66.302124,456599200
2019-12-09,67.500000,68.824997,66.227501,68.787498,67.389572,568117600
2019-12-16,69.250000,70.662498,69.245003,69.860001,68.440277,732720000
2019-12-23,70.132500,73.492500,70.092499,72.449997,70.977646,386438000
2019-12-30,72.364998,75.150002,71.305000,74.357498,72.846367,526723200
2020-01-06,73.447502,78.167503,73.187500,77.582497,76.005829,670091600
2020-01-13,77.910004,79.684998,77.387497,79.682503,78.063156,652055600
2020-01-20,79.297501,80.832497,78.912498,79.577499,77.960304,463685200
2020-01-27,77.514999,81.962502,76.220001,77.377502,75.804993,866734800
2020-02-03,76.074997,81.305000,75.555000,80.007500,78.381538,652341200
2020-02-10,78.544998,81.805000,78.462502,81.237503,79.775436,492263600
2020-02-17,78.839996,81.162498,77.625000,78.262497,76.853981,476635200
2020-02-24,74.315002,76.044998,64.092499,68.339996,67.110054,1398039200
2020-03-02,70.570000,76.000000,69.430000,72.257500,70.957047,1293800800
2020-03-09,65.937500,71.610001,62.000000,69.492500,68.241806,1616839600
2020-03-16,60.487499,64.769997,57.000000,57.310001,56.278572,1620263600
2020-03-23,57.020000,64.669998,53.152500,61.935001,60.820328,1384190000
2020-03-30,62.685001,65.622498,59.224998,60.352501,59.266312,837010800
2020-04-06,62.724998,67.925003,62.345001,66.997498,65.791710,735437600
2020-04-13,67.077499,72.062500,66.457497,70.699997,69.427582,829547200
